City,date,humidity,temp,wind_speed,wind_direc,pressure,min_temp,max_temp,heat_wave,event,event_flag,Country,Latitude,Longitude,Product,Demand
Boston,3/13/2013,79.95,281.2674583,3.791666667,170.375,1016.375,278.23,285.23,0,,0,United States,42.358429,-71.059769,SKU-1,2760
Boston,3/14/2013,70.13636364,280.3581944,4.333333333,122.2916667,1014.625,275.3155,285,0,,0,United States,42.358429,-71.059769,SKU-1,2547
Boston,3/15/2013,53.70833333,274.0135903,4.083333333,285.3333333,1013.041667,270.3626667,279.32,0,,0,United States,42.358429,-71.059769,SKU-1,3101
Boston,3/16/2013,48.83333333,271.2548125,2.541666667,263.1666667,1012.208333,266.28,277.64,0,,0,United States,42.358429,-71.059769,SKU-1,4492
Boston,3/17/2013,61.58333333,273.7413542,2.416666667,282.9166667,1013.333333,270.92,277.06,0,,0,United States,42.358429,-71.059769,SKU-1,5076
Boston,3/18/2013,59.95833333,272.3742083,1.916666667,227.5,1021.416667,267.7315,276.18,0,,0,United States,42.358429,-71.059769,SKU-1,3116
Boston,3/19/2013,45,270.9896667,1.041666667,254.7916667,1033.833333,265.26,275.72,0,,0,United States,42.358429,-71.059769,SKU-1,2666
Boston,3/20/2013,91,273.2809583,4.375,79.29166667,1015,271.45,274.98,0,,0,United States,42.358429,-71.059769,SKU-1,3003
Boston,3/21/2013,69.40909091,272.7216667,3.041666667,269.9583333,1009.125,269.41,276.43,0,,0,United States,42.358429,-71.059769,SKU-1,2618
Boston,3/22/2013,73.38888889,272.13375,1.75,137.2083333,1009.541667,269.09,275.4,0,,0,United States,42.358429,-71.059769,SKU-1,2831
Boston,3/23/2013,47,273.6720833,3.291666667,311.9583333,1013.833333,270.98,277.24,0,,0,United States,42.358429,-71.059769,SKU-1,4407
Boston,3/24/2013,59.57894737,274.5825,2.666666667,212.8333333,1012.833333,270.93,278.95,0,,0,United States,42.358429,-71.059769,SKU-1,4388
Boston,3/25/2013,80.95833333,276.6,3,72.08333333,1010.5,272.47,281.15,0,,0,United States,42.358429,-71.059769,SKU-1,2800
Boston,3/26/2013,77.33333333,275.8120833,4.75,180.0833333,1002.958333,272.72,278.98,0,,0,United States,42.358429,-71.059769,SKU-1,2377
Boston,3/27/2013,67.84615385,277.6758333,2.791666667,267.0833333,1009.583333,274.41,282.48,0,,0,United States,42.358429,-71.059769,SKU-1,2937
Boston,3/28/2013,56.63157895,278.48125,2.166666667,263.625,1015.291667,272.15,284.27,0,,0,United States,42.358429,-71.059769,SKU-1,3403
Boston,3/29/2013,54.83333333,278.9433333,2.958333333,282.9166667,1020.583333,275.8,281.64,0,,0,United States,42.358429,-71.059769,SKU-1,3948
Boston,3/30/2013,57.94117647,280.2375,2.125,266.25,1023.333333,274.73,286.3,0,,0,United States,42.358429,-71.059769,SKU-1,4749
Boston,3/31/2013,67.5,281.4141667,1.625,166.375,1022.416667,275.89,286.47,0,,0,United States,42.358429,-71.059769,SKU-1,4687
Boston,4/1/2013,57.25,279.3701528,1.958333333,208.4166667,1018.875,271.79,288.23,0,,0,United States,42.358429,-71.059769,SKU-1,3419
Boston,4/2/2013,81.41666667,282.819375,2.708333333,197.125,1006.541667,279.01,289.01,0,,0,United States,42.358429,-71.059769,SKU-1,3020
Boston,4/3/2013,38.13043478,275.0458333,3.333333333,261.75,1012.458333,271.44,278.81,0,,0,United States,42.358429,-71.059769,SKU-1,3184
Boston,4/4/2013,43.60869565,275.5679167,4.833333333,198.4166667,1017.041667,271.95,280.76,0,,0,United States,42.358429,-71.059769,SKU-1,2875
Boston,4/5/2013,54.18181818,277.669375,3.375,136.5833333,1024.583333,271.44,285.87,0,,0,United States,42.358429,-71.059769,SKU-1,3143
Boston,4/6/2013,74.875,280.7666667,3.25,194.5416667,1014.416667,276.41,288.12,0,,0,United States,42.358429,-71.059769,SKU-1,4856
Boston,4/7/2013,64.79166667,277.6979167,2.833333333,99.29166667,1022.083333,273.36,284.01,0,,0,United States,42.358429,-71.059769,SKU-1,5048
Boston,4/8/2013,53.70833333,277.5708333,2.75,181.0416667,1027.583333,270.97,285.07,0,,0,United States,42.358429,-71.059769,SKU-1,2957
Boston,4/9/2013,72.66666667,283.9808333,2.75,206.9166667,1017.541667,279.31,290.97,0,,0,United States,42.358429,-71.059769,SKU-1,2743
Boston,4/10/2013,71.58333333,286.2066667,2.583333333,172.6666667,1017.916667,281.22,294.85,0,,0,United States,42.358429,-71.059769,SKU-1,2843
Boston,4/11/2013,73.70833333,284.1025,1.458333333,81.625,1014.041667,280.62,289.58,0,,0,United States,42.358429,-71.059769,SKU-1,2866
Boston,4/12/2013,84.66666667,281.9254167,2.166666667,121.375,1014.416667,280.69,283.76,0,,0,United States,42.358429,-71.059769,SKU-1,3162
Boston,4/13/2013,80.31818182,277.4941667,3,71.08333333,1018.541667,276.06,280.55,0,,0,United States,42.358429,-71.059769,SKU-1,4658
Boston,4/14/2013,82.375,278.29125,3.125,178.125,1011.125,275.41,283.66,0,,0,United States,42.358429,-71.059769,SKU-1,4799
Boston,4/15/2013,62.29166667,281.0116667,1.708333333,219.8333333,1016.416667,277.46,284.22,0,,0,United States,42.358429,-71.059769,SKU-1,3072
Boston,4/16/2013,63.79166667,279.82125,1.333333333,213.9583333,1026.25,273.58,285.71,0,,0,United States,42.358429,-71.059769,SKU-1,2925
Boston,4/17/2013,68.70833333,282.4214583,2.375,172.7916667,1025.333333,275.83,290.49,0,,0,United States,42.358429,-71.059769,SKU-1,3063
Boston,4/18/2013,70.25,288.1054167,2.875,161.625,1023.375,285.18,292.5,0,,0,United States,42.358429,-71.059769,SKU-1,2888
Boston,4/19/2013,56.5,283.8133333,1.791666667,113.6666667,1030,277.25,289.4,0,,0,United States,42.358429,-71.059769,SKU-1,3069
Boston,4/20/2013,80.91666667,288.9229167,6.291666667,191.0833333,1017,284.01,295.85,0,,0,United States,42.358429,-71.059769,SKU-1,4570
Boston,4/21/2013,80.16666667,287.1208333,6.5,117.2916667,1014.083333,281.49,291.32,0,,0,United States,42.358429,-71.059769,SKU-1,4568
Boston,4/22/2013,54.08695652,280.1516667,3.75,135.25,1030.208333,274.26,284.6,0,,0,United States,42.358429,-71.059769,SKU-1,3221
Boston,4/23/2013,85.22727273,278.60375,4.666666667,32.66666667,1032.75,273.42,283.31,0,,0,United States,42.358429,-71.059769,SKU-1,2979
Boston,4/24/2013,84.04166667,277.9333333,3.291666667,50.29166667,1031.541667,276.94,278.81,0,,0,United States,42.358429,-71.059769,SKU-1,2991
Boston,4/25/2013,86.04166667,284.1483333,3.458333333,99.16666667,1020.875,278.37,295.47,0,,0,United States,42.358429,-71.059769,SKU-1,2776
Boston,4/26/2013,72.95833333,286.6658333,5.5,151.6666667,1018.5,282.33,290.94,0,,0,United States,42.358429,-71.059769,SKU-1,3053
Boston,4/27/2013,63.45833333,283.1445833,3.458333333,48.33333333,1027.75,278.2,287.37,0,,0,United States,42.358429,-71.059769,SKU-1,4429
Boston,4/28/2013,66.91666667,283.1404167,2,48.04166667,1028.958333,276.12,289.78,0,,0,United States,42.358429,-71.059769,SKU-1,4777
Boston,4/29/2013,68.54166667,285.2175,2.125,87.375,1025.416667,277.38,292.58,0,,0,United States,42.358429,-71.059769,SKU-1,2865
Boston,4/30/2013,79.16666667,286.3266667,1.541666667,166.7916667,1020.791667,280.25,292.04,0,,0,United States,42.358429,-71.059769,SKU-1,2861
Boston,5/1/2013,79.20833333,286.2466667,1.75,105.8333333,1019.875,278.84,292.17,0,,0,United States,42.358429,-71.059769,SKU-1,5017
Boston,5/2/2013,82.2173913,284.8229167,3.25,83.41666667,1025.041667,275.81,292.19,0,,0,United States,42.358429,-71.059769,SKU-1,3019
Boston,5/3/2013,77.875,286.3579167,3.791666667,60.875,1026.875,278.86,296.24,0,,0,United States,42.358429,-71.059769,SKU-1,3384
Boston,5/4/2013,75.875,282.81375,4.666666667,80.16666667,1027.916667,278.39,287.13,0,,0,United States,42.358429,-71.059769,SKU-1,4907
Boston,5/5/2013,87.04166667,282.3429167,4.625,50.45833333,1023.083333,276.54,287.25,0,,0,United States,42.358429,-71.059769,SKU-1,4883
Boston,5/6/2013,84.47619048,281.24375,3.583333333,38.54166667,1022.541667,274.47,287.6,0,,0,United States,42.358429,-71.059769,SKU-1,3244
Boston,5/7/2013,85.91666667,283.215,1.791666667,68.54166667,1021.833333,276.25,293.26,0,,0,United States,42.358429,-71.059769,SKU-1,2949
Boston,5/8/2013,81.25,288.4091667,2.833333333,134.625,1017.25,280.07,296.78,0,,0,United States,42.358429,-71.059769,SKU-1,3122
Boston,5/9/2013,74.125,290.0304167,3.5,178.3333333,1015.708333,284.43,294,0,,0,United States,42.358429,-71.059769,SKU-1,2860
Boston,5/10/2013,84.25,288.91375,2.916666667,167.0833333,1015.083333,287.62,291.84,0,,0,United States,42.358429,-71.059769,SKU-1,3457
Boston,5/11/2013,85.20833333,290.6045833,2.375,121.2083333,1014.791667,285.75,298.32,0,,0,United States,42.358429,-71.059769,SKU-1,5683
Boston,5/12/2013,81.29166667,290.9383333,4.416666667,200.3333333,1011.25,287.95,294.3,0,,0,United States,42.358429,-71.059769,SKU-1,4478
Boston,5/13/2013,83.45833333,290.2095833,3.25,131.6666667,1006.666667,288.69,294.34,0,,0,United States,42.358429,-71.059769,SKU-1,3018
Boston,5/14/2013,59,283.95125,2.416666667,109.75,1014.833333,277.9,288.12,0,,0,United States,42.358429,-71.059769,SKU-1,2702
Boston,5/15/2013,55.625,282.91625,1.333333333,157.0416667,1019.583333,276.88,287.51,0,,0,United States,42.358429,-71.059769,SKU-1,2960
Boston,5/16/2013,55.86956522,283.89,1.333333333,164.125,1014.791667,276.41,290.96,0,,0,United States,42.358429,-71.059769,SKU-1,2689
Boston,5/17/2013,63.83333333,290.6622292,1.583333333,161.25,1005.416667,283.98,300.11,0,,0,United States,42.358429,-71.059769,SKU-1,3112
Boston,5/18/2013,55.70833333,289.2508333,1.458333333,207.9166667,1013.583333,282.31,297.01,0,,0,United States,42.358429,-71.059769,SKU-1,4290
Boston,5/19/2013,83,287.2083333,2.125,121.2083333,1022.208333,278.77,294.36,0,,0,United States,42.358429,-71.059769,SKU-1,4368
Boston,5/20/2013,77.83333333,287.7895833,1.125,178.875,1024.458333,282.26,294,0,,0,United States,42.358429,-71.059769,SKU-1,3118
Boston,5/21/2013,83.5,291.2808333,3,174.0833333,1020.166667,285.71,300.52,0,,0,United States,42.358429,-71.059769,SKU-1,2642
Boston,5/22/2013,85.41666667,291.6783333,3.25,141.5416667,1016.125,285.53,298.81,0,,0,United States,42.358429,-71.059769,SKU-1,2903
Boston,5/23/2013,90.75,286.39,2.125,116.2916667,1014.375,283.41,291.63,0,,0,United States,42.358429,-71.059769,SKU-1,2811
Boston,5/24/2013,94.04166667,289.8720833,3.375,97.5,1013.5,285.74,296.9,0,,0,United States,42.358429,-71.059769,SKU-1,4011
Boston,5/25/2013,86.125,291.87875,4.083333333,205.2916667,1010.583333,288.4,294.03,0,,0,United States,42.358429,-71.059769,SKU-1,4088
Boston,5/26/2013,70.20833333,283.1154167,4.958333333,303.7083333,1016.416667,280.05,286.88,0,,0,United States,42.358429,-71.059769,SKU-1,4252
Boston,5/27/2013,74.08333333,281.34875,3.791666667,291.875,1010.958333,277.43,286.97,0,,0,United States,42.358429,-71.059769,SKU-1,2756
Boston,5/28/2013,58.33333333,286.4633333,2.375,228.9583333,1019.75,278.44,295.07,0,,0,United States,42.358429,-71.059769,SKU-1,2674
Boston,5/29/2013,64.33333333,288.1719792,2.458333333,133.4166667,1022.833333,279.61,295.73,0,,0,United States,42.358429,-71.059769,SKU-1,2806
Boston,5/30/2013,86.20833333,289.4979167,1.541666667,149.5,1019.833333,287.48,294.21,0,,0,United States,42.358429,-71.059769,SKU-1,2955
Boston,5/31/2013,78,295.8125,3.833333333,193.5833333,1022.666667,290.43,303.7,0,,0,United States,42.358429,-71.059769,SKU-1,3198
Boston,6/1/2013,73.29166667,299.3795833,2.916666667,209.6666667,1022,291.7,306.91,0,,0,United States,42.358429,-71.059769,SKU-1,4864
Boston,6/2/2013,76.58333333,299.9579167,5.041666667,209.1666667,1020.75,292.77,305.93,0,,0,United States,42.358429,-71.059769,SKU-1,5035
Boston,6/3/2013,72.625,298.7858333,6.5,213.75,1017.666667,293.34,304.55,0,,0,United States,42.358429,-71.059769,SKU-1,3421
Boston,6/4/2013,82.79166667,294.0904167,2.541666667,173.0416667,1012,291.85,297.86,0,,0,United States,42.358429,-71.059769,SKU-1,3215
Boston,6/5/2013,54.41666667,290.45,1.458333333,270.5833333,1011.416667,283.66,295.52,0,,0,United States,42.358429,-71.059769,SKU-1,3258
Boston,6/6/2013,55.33333333,289.9029167,1.708333333,271.25,1018.291667,283.36,296.14,0,,0,United States,42.358429,-71.059769,SKU-1,2839
Boston,6/7/2013,55.125,290.6541667,1.958333333,156.0833333,1018.875,285.16,295.9,0,,0,United States,42.358429,-71.059769,SKU-1,3208
Boston,6/8/2013,85.08333333,287.1775,2.25,106.25,1017.041667,285.72,291.16,0,,0,United States,42.358429,-71.059769,SKU-1,4237
Boston,6/9/2013,85.625,289.16625,3.041666667,213.3333333,1007.458333,285.02,298.22,0,,0,United States,42.358429,-71.059769,SKU-1,4418
Boston,6/10/2013,66.5,293.1166667,2.375,265.1666667,1016.375,286.42,299.17,0,,0,United States,42.358429,-71.059769,SKU-1,2890
Boston,6/11/2013,74.79166667,290.6735208,2,209,1019.333333,286.55,296.12,0,,0,United States,42.358429,-71.059769,SKU-1,2443
Boston,6/12/2013,92.2173913,288.1316667,2.583333333,125.25,1007.583333,286.72,290.54,0,,0,United States,42.358429,-71.059769,SKU-1,2960
Boston,6/13/2013,82.17391304,289.2327083,2.875,208.6666667,1002.375,286.57,293.97,0,,0,United States,42.358429,-71.059769,SKU-1,2749
Boston,6/14/2013,77.04166667,287.9402083,1.666666667,238.0416667,1007.083333,284.79,291.68,0,,0,United States,42.358429,-71.059769,SKU-1,3116
Boston,6/15/2013,87.54166667,287.4625,2.916666667,110.4166667,1003.75,283.97,294.64,0,,0,United States,42.358429,-71.059769,SKU-1,4862
Boston,6/16/2013,65.04166667,292.4329167,2.583333333,264.5,1008.5,285.86,299.09,0,,0,United States,42.358429,-71.059769,SKU-1,4357
Boston,6/17/2013,63.83333333,291.4704167,2.416666667,229.375,1009.666667,284.84,296.62,0,,0,United States,42.358429,-71.059769,SKU-1,3102
Boston,6/18/2013,72.375,294.6979167,2.458333333,235.0416667,1007.291667,287.87,302.35,0,,0,United States,42.358429,-71.059769,SKU-1,2774
Boston,6/19/2013,87.33333333,290.0079167,2.458333333,137.0416667,1011.666667,287.93,295.42,0,,0,United States,42.358429,-71.059769,SKU-1,2904
Boston,6/20/2013,79.04166667,290.4575833,2.041666667,99.08333333,1016.333333,285.96,295.52,0,,0,United States,42.358429,-71.059769,SKU-1,2765
Boston,6/21/2013,71,291.7013958,1.833333333,231.875,1030.458333,285.01,296.84,0,,0,United States,42.358429,-71.059769,SKU-1,3068
Boston,6/22/2013,69.83333333,292.8488104,2.75,224.7083333,1025.625,287.17,297.87,0,,0,United States,42.358429,-71.059769,SKU-1,4088
Boston,6/23/2013,68.29166667,295.2065729,2.333333333,226.5416667,1023.083333,288.99,300.81,0,,0,United States,42.358429,-71.059769,SKU-1,4425
Boston,6/24/2013,65.08333333,297.2797917,2.333333333,213.0833333,1018.125,291.63,304,0,,0,United States,42.358429,-71.059769,SKU-1,2813
Boston,6/25/2013,68.29166667,299.37375,2.5,237.4166667,1012.875,294.03,305.16,0,,0,United States,42.358429,-71.059769,SKU-1,2517
Boston,6/26/2013,68.79166667,298.41625,1.666666667,242.8333333,1009.833333,293.05,305.26,0,,0,United States,42.358429,-71.059769,SKU-1,2766
Boston,6/27/2013,77.375,297.8579167,2.25,232.75,1007.208333,294.37,301.5,0,,0,United States,42.358429,-71.059769,SKU-1,2497
Boston,6/28/2013,91.29166667,292.6569792,1.666666667,137.125,1008.791667,289.99,298.1,0,,0,United States,42.358429,-71.059769,SKU-1,3077
Boston,6/29/2013,88.73913043,293.5495833,2.416666667,145.5833333,1000.875,289.44,300.19,0,,0,United States,42.358429,-71.059769,SKU-1,4619
Boston,6/30/2013,80.29166667,296.6016667,2.375,205,999.3333333,293.86,300.93,0,,0,United States,42.358429,-71.059769,SKU-1,4576
Boston,7/1/2013,86.70833333,296.59,5.125,210.375,1008.291667,293.76,299.7,0,,0,United States,42.358429,-71.059769,SKU-1,3510
Boston,7/2/2013,86.20833333,297.3225,6.583333333,199.2083333,1015.208333,296.12,299.47,0,,0,United States,42.358429,-71.059769,SKU-1,3222
Boston,7/3/2013,86.625,297.471125,6.208333333,203.0833333,1021.166667,293.5,301.15,0,,0,United States,42.358429,-71.059769,SKU-1,3357
Boston,7/4/2013,84.125,297.5958333,5.875,184.625,1024.291667,291.79,302.15,0,,0,United States,42.358429,-71.059769,SKU-1,3233
Boston,7/5/2013,74.91666667,300.644375,3.25,213.2916667,1020.916667,296.03,305.18,0,,0,United States,42.358429,-71.059769,SKU-1,3421
Boston,7/6/2013,71.41666667,301.255375,3.166666667,220.0416667,1018.708333,297.14,305.72,0,,0,United States,42.358429,-71.059769,SKU-1,4510
